rank,site,kind,theorems_dominated,area,eligible,chain_length,chain,constant_alone
481,semicontinuousWithinAt_univ_iff,theorem,43,order / root namespace,true,1,semicontinuousWithinAt_univ_iff,
482,SubMulAction.ofStabilizer._proof_3,theorem,43,SubMulAction,true,1,SubMulAction.ofStabilizer._proof_3,
483,String.instDecidableIsValidForSlice,definition,43,strings,true,1,String.instDecidableIsValidForSlice,
484,projectivizationSetoid,definition,43,order / root namespace,true,1,projectivizationSetoid,
485,Subsemiring.center,definition,43,Subsemiring,true,1,Subsemiring.center,
486,CategoryTheory.GrothendieckTopology.Cover,definition,43,category theory,true,1,CategoryTheory.GrothendieckTopology.Cover,
487,BitVec.allOnes_and,theorem,43,BitVec,true,1,BitVec.allOnes_and,
488,Function.bijective_iff_has_inverse,theorem,43,Function,true,1,Function.bijective_iff_has_inverse,
489,CategoryTheory.Lax.LaxTrans.instCategoryStructLaxFunctor,definition,43,category theory,true,1,CategoryTheory.Lax.LaxTrans.instCategoryStructLaxFunctor,
490,LinearMap.det,definition,43,LinearMap,true,3,LinearMap.definition._@.Mathlib.LinearAlgebra.Determinant.1959956828._hygCtx._hyg.8 > LinearMap.wrapped._@.Mathlib.LinearAlgebra.Determinant.1959956828._hygCtx._hyg.8 > LinearMap.det,42
491,NonUnitalNormedRing.toNonUnitalSeminormedRing,definition,43,NonUnitalNormedRing,true,1,NonUnitalNormedRing.toNonUnitalSeminormedRing,
492,Set.iUnion_subset_iff,theorem,43,sets,true,1,Set.iUnion_subset_iff,
493,AlgebraicGeometry.PresheafedSpace.categoryOfPresheafedSpaces,definition,43,AlgebraicGeometry,true,1,AlgebraicGeometry.PresheafedSpace.categoryOfPresheafedSpaces,
494,instCommSemiringENat,definition,43,order / root namespace,true,1,instCommSemiringENat,
495,StrictMono.monotone,theorem,43,StrictMono,true,1,StrictMono.monotone,
496,Std.DTreeMap.Equiv.contains_eq,theorem,42,Std: other,true,1,Std.DTreeMap.Equiv.contains_eq,
497,Nat.maxPowDvdDiv.go._unary._proof_3,theorem,42,Nat,true,1,Nat.maxPowDvdDiv.go._unary._proof_3,
498,List.filter_eq_nil_iff._simp_1,theorem,42,lists,true,1,List.filter_eq_nil_iff._simp_1,
499,Std.ExtDHashMap.insertIfNew,definition,42,Std: other,true,1,Std.ExtDHashMap.insertIfNew,
500,Nat.cast_lt,theorem,42,Nat,true,1,Nat.cast_lt,
501,IsCompact.image,theorem,42,IsCompact,true,1,IsCompact.image,
502,Finset.instLattice,definition,42,finsets,true,1,Finset.instLattice,
503,CategoryTheory.Iso.trans,definition,42,category theory,true,1,CategoryTheory.Iso.trans,
504,Real.instMul,definition,42,Real,true,4,Real.definition._@.Mathlib.Data.Real.Basic.4214226450._hygCtx._hyg.8 > Real.wrapped._@.Mathlib.Data.Real.Basic.4214226450._hygCtx._hyg.8 > _private.Mathlib.Data.Real.Basic.0.Real.mul > Real.instMul,41
505,Cardinal.partialOrder,definition,42,Cardinal,true,3,Function.Embedding.antisymm > Cardinal.partialOrder._proof_4 > Cardinal.partialOrder,40
506,String.Slice.Pos.lt_iff_remainingBytes_lt,theorem,41,strings,true,2,_private.Init.Data.String.Termination.0.String.Slice.Pos.lt_iff_remainingBytes_lt._proof_1_3 > String.Slice.Pos.lt_iff_remainingBytes_lt,40
507,BitVec.not_eq_neg_add,theorem,41,BitVec,true,1,BitVec.not_eq_neg_add,
508,Subsemiring.instInfSet,definition,41,Subsemiring,true,1,Subsemiring.instInfSet,
509,SubMulAction.ofStabilizer,definition,41,SubMulAction,true,1,SubMulAction.ofStabilizer,
510,Rat.linearOrder,definition,41,Rat,true,1,Rat.linearOrder,
511,CategoryTheory.Limits.KernelFork.ofι,definition,41,category theory,true,1,CategoryTheory.Limits.KernelFork.ofι,
512,IntermediateField.instSetLike,definition,41,IntermediateField,true,2,IntermediateField.instSetLike._proof_2 > IntermediateField.instSetLike,40
513,nhdsWithin_le_nhds,theorem,41,order / root namespace,true,1,nhdsWithin_le_nhds,
514,WithZero.instMulZeroOneClass,definition,41,WithZero,true,1,WithZero.instMulZeroOneClass,
515,PosNum.cast_sub',theorem,40,PosNum,true,4,PosNum.one_le_cast > PosNum.one_le_cast._simp_1 > PosNum.cast_sub'._f > PosNum.cast_sub',38
516,List.IsChain.tail,theorem,40,lists,true,2,_private.Mathlib.Data.List.Chain.0.List.IsChain.tail._proof_1_1 > List.IsChain.tail,39
517,Filter.Germ.instGroupWithZero,definition,40,filters,true,1,Filter.Germ.instGroupWithZero,
518,Multiset.rel_map,theorem,40,multisets,true,1,Multiset.rel_map,
519,Std.DTreeMap.Internal.Impl.applyCell_eq_apply_toListModel,theorem,40,Std: other,true,2,Std.DTreeMap.Internal.Impl.applyPartition_eq_apply_toListModel > Std.DTreeMap.Internal.Impl.applyCell_eq_apply_toListModel,39
520,Multiset.join,definition,40,multisets,true,1,Multiset.join,
521,Filter.map_eq_bot_iff._simp_1,theorem,40,filters,true,1,Filter.map_eq_bot_iff._simp_1,
522,LieDerivation.instLieRing,definition,40,LieDerivation,true,2,LieDerivation.instLieRing._proof_8 > LieDerivation.instLieRing,39
523,RootPairing.reflection,definition,40,RootPairing,true,1,RootPairing.reflection,
524,Submodule.quotientRel,definition,40,Submodule,true,1,Submodule.quotientRel,
525,CategoryTheory.instPartialOrderSubfunctor,definition,40,category theory,true,1,CategoryTheory.instPartialOrderSubfunctor,
526,IsTopologicalRing.toIsSemitopologicalRing,theorem,40,IsTopologicalRing,true,1,IsTopologicalRing.toIsSemitopologicalRing,
527,Units.exists_iff_ne_zero,theorem,39,Units,true,1,Units.exists_iff_ne_zero,
528,Std.DHashMap.Internal.Raw₀.Const.contains_alter,theorem,39,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.contains_alter,
529,BitVec.getLsbD_sshiftRight,theorem,39,BitVec,true,1,BitVec.getLsbD_sshiftRight,
530,Equiv.equivCongr,definition,39,Equiv,true,1,Equiv.equivCongr,
531,CategoryTheory.Limits.getLimitCone,definition,39,category theory,true,1,CategoryTheory.Limits.getLimitCone,
532,continuous_zero,theorem,39,order / root namespace,true,1,continuous_zero,
533,RingEquiv.ofBijective,definition,39,RingEquiv,true,1,RingEquiv.ofBijective,
534,Std.ExtDTreeMap.contains,definition,39,Std: other,true,1,Std.ExtDTreeMap.contains,
535,Matrix.nonAssocSemiring,definition,39,Matrix,true,1,Matrix.nonAssocSemiring,
536,CategoryTheory.MonoidalCategory.selfLeftAction,definition,39,category theory,true,2,CategoryTheory.MonoidalCategory.selfLeftAction._proof_19 > CategoryTheory.MonoidalCategory.selfLeftAction,38
537,SubAddAction.ofStabilizer._proof_3,theorem,38,SubAddAction,true,1,SubAddAction.ofStabilizer._proof_3,
538,CategoryTheory.Bicategory.instStrictOfIsLocallyDiscrete,theorem,38,category theory,true,1,CategoryTheory.Bicategory.instStrictOfIsLocallyDiscrete,
539,Int.tdiv_eq_ediv_of_dvd,theorem,38,Int,true,1,Int.tdiv_eq_ediv_of_dvd,
540,BitVec.and_allOnes,theorem,38,BitVec,true,1,BitVec.and_allOnes,
541,Homeomorph.isOpen_image,theorem,38,Homeomorph,true,1,Homeomorph.isOpen_image,
542,continuousWithinAt_univ,theorem,38,order / root namespace,true,1,continuousWithinAt_univ,
543,Nat.choose_mul_factorial_mul_factorial,theorem,38,Nat,true,2,Nat.choose_mul_factorial_mul_factorial._f > Nat.choose_mul_factorial_mul_factorial,
544,Std.DHashMap.Internal.Raw₀.Const.contains_insertManyIfNewUnit_list,theorem,38,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.contains_insertManyIfNewUnit_list,
545,CategoryTheory.Oplax.LaxTrans.instCategoryStructOplaxFunctor,definition,38,category theory,true,1,CategoryTheory.Oplax.LaxTrans.instCategoryStructOplaxFunctor,
546,Matrix.mul_assoc,theorem,38,Matrix,true,1,Matrix.mul_assoc,
547,ArchimedeanClass.instLinearOrder,definition,38,ArchimedeanClass,true,1,ArchimedeanClass.instLinearOrder,
548,IsTopologicalSemiring.toIsSemitopologicalSemiring,theorem,38,IsTopologicalSemiring,true,1,IsTopologicalSemiring.toIsSemitopologicalSemiring,
549,MeasureTheory.Measure.map,definition,38,measure theory,true,3,MeasureTheory.Measure.definition._@.Mathlib.MeasureTheory.Measure.Map.269506814._hygCtx._hyg.8 > MeasureTheory.Measure.wrapped._@.Mathlib.MeasureTheory.Measure.Map.269506814._hygCtx._hyg.8 > MeasureTheory.Measure.map,37
550,String.Slice.Pos.wellFounded_gt,theorem,37,strings,true,3,_private.Init.Data.String.Termination.0.String.Slice.Pos.wellFounded_gt._simp_1_1 > String.Slice.Pos.wellFounded_gt > String.Slice.Pos.instWellFoundedRelation,36
551,Int.toNat_eq_zero,theorem,37,Int,true,2,_private.Init.Data.Int.LemmasAux.0.Int.toNat_eq_zero._proof_1_1 > Int.toNat_eq_zero,36
552,Option.map₂_eq_none_iff,theorem,37,Option,true,2,_private.Mathlib.Data.Option.NAry.0.Option.map₂_eq_none_iff._proof_1_1 > Option.map₂_eq_none_iff,36
553,Int.ble'_eq_true,theorem,37,Int,true,2,_private.Init.Data.Int.LemmasAux.0.Int.ble'_eq_true._proof_1_4 > Int.ble'_eq_true,36
554,Lean.MessageData._sizeOf_1,definition,37,Lean,true,2,Lean.MessageData._sizeOf_1 > Lean.MessageData._sizeOf_inst,
555,Set.pairwise_insert_of_symm,theorem,37,sets,true,2,_private.Mathlib.Data.Set.Pairwise.Basic.0.Set.pairwise_insert_of_symm._simp_1_1 > Set.pairwise_insert_of_symm,36
556,CochainComplex.HomComplex.δ_v,theorem,37,CochainComplex,true,1,CochainComplex.HomComplex.δ_v,
557,update_le_iff,theorem,37,order / root namespace,true,1,update_le_iff,
558,Filter.map_neBot_iff,theorem,37,filters,true,1,Filter.map_neBot_iff,
559,CategoryTheory.Limits.IsZero.iff_id_eq_zero,theorem,37,category theory,true,1,CategoryTheory.Limits.IsZero.iff_id_eq_zero,
560,IsAddUnit.liftRight,definition,37,IsAddUnit,true,1,IsAddUnit.liftRight,
561,MeasurableSet.iUnion,theorem,37,MeasurableSet,true,1,MeasurableSet.iUnion,
562,Mathlib.Tactic.Contrapose.contrapose_iff₁,theorem,37,Mathlib,true,1,Mathlib.Tactic.Contrapose.contrapose_iff₁,
563,CategoryTheory.Mon.monMonoidalStruct,definition,37,category theory,true,1,CategoryTheory.Mon.monMonoidalStruct,
564,LinearMap.map_sub,theorem,37,LinearMap,true,1,LinearMap.map_sub,
565,DFinsupp.support,definition,37,DFinsupp,true,1,DFinsupp.support,
566,CategoryTheory.Limits.limit,definition,37,category theory,true,2,CategoryTheory.Limits.limit.cone > CategoryTheory.Limits.limit,36
567,Ordinal.partialOrder,definition,37,Ordinal,true,1,Ordinal.partialOrder,
568,CategoryTheory.Limits.CokernelCofork.ofπ,definition,37,category theory,true,1,CategoryTheory.Limits.CokernelCofork.ofπ,
569,Aesop.tree,other,37,Aesop,true,1,Aesop.tree,
570,ModuleCat.hasForgetToAddCommGroup,definition,37,ModuleCat,true,1,ModuleCat.hasForgetToAddCommGroup,
571,Int.mul_tdiv_cancel,theorem,36,Int,true,1,Int.mul_tdiv_cancel,
572,lt_or_eq_of_le',theorem,36,order / root namespace,true,1,lt_or_eq_of_le',
573,Std.DHashMap.Equiv.contains_eq,theorem,36,Std: hash maps,true,1,Std.DHashMap.Equiv.contains_eq,
574,List.Perm.erase,theorem,36,lists,true,1,List.Perm.erase,
575,Homeomorph.isOpenMap,theorem,36,Homeomorph,true,1,Homeomorph.isOpenMap,
576,continuous_pow,theorem,36,order / root namespace,true,2,continuous_pow._f > continuous_pow,
577,PNat.equivNonZeroDivisorsNat._proof_1,theorem,36,PNat,true,1,PNat.equivNonZeroDivisorsNat._proof_1,
578,Nat.unpair_pair,theorem,36,Nat,true,1,Nat.unpair_pair,
579,Matroid.restrict,definition,36,Matroid,true,1,Matroid.restrict,
580,SubAddAction.ofStabilizer,definition,36,SubAddAction,true,1,SubAddAction.ofStabilizer,
581,DifferentiableWithinAt,definition,36,DifferentiableWithinAt,true,1,DifferentiableWithinAt,
582,ContinuousLinearMap.zero,definition,36,ContinuousLinearMap,true,2,ContinuousLinearMap.zero._proof_1 > ContinuousLinearMap.zero,35
583,Std.DTreeMap.Internal.Impl.insertIfNew,definition,36,Std: other,true,1,Std.DTreeMap.Internal.Impl.insertIfNew,
584,Std.DHashMap.Internal.Raw₀.equiv_emptyWithCapacity_iff_isEmpty,theorem,35,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.equiv_emptyWithCapacity_iff_isEmpty,
585,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.helper,theorem,35,strings,true,1,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.helper,
586,CategoryTheory.CommaMorphism.instSubHomComma,definition,35,category theory,true,2,CategoryTheory.CommaMorphism.instSubHomComma._proof_1 > CategoryTheory.CommaMorphism.instSubHomComma,34
587,Commute.exists_add_pow_prime_pow_eq,theorem,35,Commute,true,1,Commute.exists_add_pow_prime_pow_eq,
588,CategoryTheory.Limits.getColimitCocone,definition,35,category theory,true,1,CategoryTheory.Limits.getColimitCocone,
589,Function.locallyFinsuppWithin.addSubmonoid,definition,35,Function,true,1,Function.locallyFinsuppWithin.addSubmonoid,
590,Std.Time.Internal.Bounded.instTransOrd,theorem,35,Std: other,true,1,Std.Time.Internal.Bounded.instTransOrd,
591,Perfection.subsemiring,definition,35,Perfection,true,2,Perfection.subsemiring._proof_2 > Perfection.subsemiring,34
592,Homeomorph.isClosed_preimage,theorem,35,Homeomorph,true,2,Homeomorph.isOpen_preimage._simp_1 > Homeomorph.isClosed_preimage,34
593,Inseparable.map,theorem,35,Inseparable,true,2,Inseparable.map_of_continuousAt > Inseparable.map,34
594,List.triplewise_cons,theorem,35,lists,true,2,_private.Mathlib.Data.List.Triplewise.0.List.triplewise_cons._proof_1_1 > List.triplewise_cons,34
595,isUnit_iff_ne_zero,theorem,35,order / root namespace,true,1,isUnit_iff_ne_zero,
596,TopologicalSpace.nhds_generateFrom,theorem,35,TopologicalSpace,true,1,TopologicalSpace.nhds_generateFrom,
597,Pi.instCompleteLattice,definition,35,Pi,true,1,Pi.instCompleteLattice,
598,Iff.not_left,theorem,35,Iff,true,1,Iff.not_left,
599,Set.pair_subset_iff,theorem,35,sets,true,2,_private.Mathlib.Data.Set.Insert.0.Set.pair_subset_iff._proof_1_1 > Set.pair_subset_iff,34
600,dvd_antisymm_of_normalize_eq,theorem,35,order / root namespace,true,1,dvd_antisymm_of_normalize_eq,
601,FirstOrder.Language.Substructure.map,definition,35,FirstOrder,true,2,FirstOrder.Language.Substructure.map._proof_1 > FirstOrder.Language.Substructure.map,34
602,Equiv.permCongr,definition,35,Equiv,true,1,Equiv.permCongr,
603,not_isEmpty_iff,theorem,35,order / root namespace,true,1,not_isEmpty_iff,
604,CategoryTheory.Limits.Image.monoFactorisation,definition,35,category theory,true,1,CategoryTheory.Limits.Image.monoFactorisation,
605,Set.Ioo_subset_Icc_self,theorem,35,sets,true,1,Set.Ioo_subset_Icc_self,
606,Function.minimalPeriod,definition,35,Function,true,1,Function.minimalPeriod,
607,ContinuousMultilinearMap.funLike,definition,35,ContinuousMultilinearMap,true,3,ContinuousMultilinearMap.toMultilinearMap_injective > ContinuousMultilinearMap.funLike._proof_1 > ContinuousMultilinearMap.funLike,33
608,SignType.instLinearOrder,definition,35,SignType,true,1,SignType.instLinearOrder,
609,TopologicalSpace.Opens.map,definition,35,TopologicalSpace,true,1,TopologicalSpace.Opens.map,
610,isOpen_discrete,theorem,35,order / root namespace,true,1,isOpen_discrete,
611,CochainComplex.HomComplex.δ_hom,definition,34,CochainComplex,true,1,CochainComplex.HomComplex.δ_hom,
612,ZNum.cast_add,theorem,34,ZNum,true,1,ZNum.cast_add,
613,mem_closure_iff,theorem,34,order / root namespace,true,1,mem_closure_iff,
614,Coalgebra.coassoc_symm,theorem,34,Coalgebra,true,2,Coalgebra.coassoc_symm_apply > Coalgebra.coassoc_symm,33
615,Nat.div_lt_of_lt_mul,theorem,34,Nat,true,1,Nat.div_lt_of_lt_mul,
616,AddSubsemigroup.center,definition,34,AddSubsemigroup,true,1,AddSubsemigroup.center,
617,Filter.Tendsto.mono_left,theorem,34,filters,true,1,Filter.Tendsto.mono_left,
618,Submodule.IsHomogeneous,definition,34,Submodule,true,1,Submodule.IsHomogeneous,
619,eq_or_lt_of_le',theorem,34,order / root namespace,true,1,eq_or_lt_of_le',
620,MulSemiringAction.toRingEquiv,definition,34,MulSemiringAction,true,1,MulSemiringAction.toRingEquiv,
621,BitVec.and_eq_allOnes_iff,theorem,34,BitVec,true,1,BitVec.and_eq_allOnes_iff,
622,Lean.Grind.CommRing.instLawfulBEqMon,theorem,34,Lean,true,1,Lean.Grind.CommRing.instLawfulBEqMon,
623,MeasureTheory.SimpleFunc.map,definition,34,measure theory,true,1,MeasureTheory.SimpleFunc.map,
624,Pi.lt_def,theorem,34,Pi,true,1,Pi.lt_def,
625,CategoryTheory.Lax.OplaxTrans.instCategoryStructLaxFunctor,definition,34,category theory,true,1,CategoryTheory.Lax.OplaxTrans.instCategoryStructLaxFunctor,
626,CategoryTheory.Iso.eq_comp_inv,theorem,34,category theory,true,1,CategoryTheory.Iso.eq_comp_inv,
627,Finset.Nat.instHasAntidiagonal,definition,34,finsets,true,1,Finset.Nat.instHasAntidiagonal,
628,map_div₀,theorem,34,order / root namespace,true,1,map_div₀,
629,Finsupp.instAddMonoid,definition,34,Finsupp,true,1,Finsupp.instAddMonoid,
630,Finset.coe_singleton,theorem,34,finsets,true,2,_private.Mathlib.Data.Finset.Insert.0.Finset.coe_singleton._proof_1_1 > Finset.coe_singleton,33
631,Subfield.instSetLike,definition,34,Subfield,true,2,Subfield.instSetLike._proof_1 > Subfield.instSetLike,33
632,add_pow_expChar_pow_of_commute,theorem,33,order / root namespace,true,1,add_pow_expChar_pow_of_commute,
633,FirstOrder.Language.ElementaryEmbedding.map_boundedFormula,theorem,33,FirstOrder,true,1,FirstOrder.Language.ElementaryEmbedding.map_boundedFormula,
634,List.isChain_cons,theorem,33,lists,true,1,List.isChain_cons,
635,AddEquiv.map_sub,theorem,33,AddEquiv,true,1,AddEquiv.map_sub,
636,not_isMin,theorem,33,order / root namespace,true,1,not_isMin,
637,_private.Mathlib.CategoryTheory.Iso.0.CategoryTheory.Iso.map_hom_inv_id._proof_1_1,theorem,33,order / root namespace,true,1,_private.Mathlib.CategoryTheory.Iso.0.CategoryTheory.Iso.map_hom_inv_id._proof_1_1,
638,List.insertIdx_toArray,theorem,33,lists,true,1,List.insertIdx_toArray,
639,Std.Sat.AIG.Cache.get?,definition,33,Std: other,true,1,Std.Sat.AIG.Cache.get?,
640,Subtype.range_coe_subtype,theorem,33,Subtype,true,1,Subtype.range_coe_subtype,
641,Homeomorph.toOpenPartialHomeomorph,definition,33,Homeomorph,true,1,Homeomorph.toOpenPartialHomeomorph,
642,Submodule.mem_span_insert,theorem,33,Submodule,true,1,Submodule.mem_span_insert,
643,smul_eq_zero._simp_1,theorem,33,order / root namespace,true,1,smul_eq_zero._simp_1,
644,_private.Init.Data.Nat.Lemmas.0.Nat.pow_eq_zero._proof_1_3,theorem,33,order / root namespace,true,1,_private.Init.Data.Nat.Lemmas.0.Nat.pow_eq_zero._proof_1_3,
645,map_eq_zero,theorem,33,order / root namespace,true,1,map_eq_zero,
646,WeierstrassCurve.Affine.Nonsingular,definition,33,WeierstrassCurve,true,1,WeierstrassCurve.Affine.Nonsingular,
647,CategoryTheory.Limits.colimit.cocone,definition,33,category theory,true,1,CategoryTheory.Limits.colimit.cocone,
648,OpenPartialHomeomorph.trans,definition,33,OpenPartialHomeomorph,true,1,OpenPartialHomeomorph.trans,
649,CategoryTheory.Equivalence.refl,definition,33,category theory,true,1,CategoryTheory.Equivalence.refl,
650,Subtype.image_preimage_val,theorem,33,Subtype,true,1,Subtype.image_preimage_val,
651,Complex.commRing,definition,33,Complex,true,1,Complex.commRing,
652,Std.Internal.List.minEntry?_insertEntryIfNew,theorem,32,Std: other,true,1,Std.Internal.List.minEntry?_insertEntryIfNew,
653,_private.Mathlib.Data.Set.NAry.0.Set.image2_congr._proof_1_1,theorem,32,sets,true,1,_private.Mathlib.Data.Set.NAry.0.Set.image2_congr._proof_1_1,
654,Std.Internal.List.minEntry?_insertEntry,theorem,32,Std: other,true,1,Std.Internal.List.minEntry?_insertEntry,
655,Fin.liftFun_iff_succ,theorem,32,Fin,true,1,Fin.liftFun_iff_succ,
656,_private.Mathlib.Order.Lattice.0.lt_sup_iff._proof_1_1,theorem,32,order / root namespace,true,1,_private.Mathlib.Order.Lattice.0.lt_sup_iff._proof_1_1,
657,Std.DTreeMap.Internal.Impl.SameKeys.wf,theorem,32,Std: other,true,1,Std.DTreeMap.Internal.Impl.SameKeys.wf,
658,_private.Mathlib.CategoryTheory.ComposableArrows.Basic.0.CategoryTheory.ComposableArrows.map'._proof_5,theorem,32,order / root namespace,true,1,_private.Mathlib.CategoryTheory.ComposableArrows.Basic.0.CategoryTheory.ComposableArrows.map'._proof_5,
659,Nat.pow_eq_zero,theorem,32,Nat,true,2,Nat.pow_eq_zero._f > Nat.pow_eq_zero,
660,Equiv.swapCore_swapCore,theorem,32,Equiv,true,1,Equiv.swapCore_swapCore,
661,BitVec.msb_eq_false_iff_two_mul_lt,theorem,32,BitVec,true,1,BitVec.msb_eq_false_iff_two_mul_lt,
662,Nat.and_two_pow_sub_one_eq_mod,theorem,32,Nat,true,1,Nat.and_two_pow_sub_one_eq_mod,
663,continuous_zsmul,theorem,32,order / root namespace,true,1,continuous_zsmul,
664,Equiv.arrowCongr,definition,32,Equiv,true,1,Equiv.arrowCongr,
665,CategoryTheory.Iso.map_hom_inv_id,theorem,32,category theory,true,1,CategoryTheory.Iso.map_hom_inv_id,
666,Std.DTreeMap.Internal.Impl.contains_eq_isSome_getKey?,theorem,32,Std: other,true,1,Std.DTreeMap.Internal.Impl.contains_eq_isSome_getKey?,
667,BitVec.allOnes_or,theorem,32,BitVec,true,1,BitVec.allOnes_or,
668,star_sub,theorem,32,order / root namespace,true,1,star_sub,
669,Multiset.erase._proof_1,theorem,32,multisets,true,1,Multiset.erase._proof_1,
670,Fintype.finite,theorem,32,Fintype,true,1,Fintype.finite,
671,BitVec.getElem_sshiftRight,theorem,32,BitVec,true,1,BitVec.getElem_sshiftRight,
672,Homeomorph.isClosed_image,theorem,32,Homeomorph,true,1,Homeomorph.isClosed_image,
673,LE.le.eq_or_lt',theorem,32,LE,true,1,LE.le.eq_or_lt',
674,Set.inter_iUnion,theorem,32,sets,true,1,Set.inter_iUnion,
675,Continuous.continuousOn,theorem,32,Continuous,true,1,Continuous.continuousOn,
676,IsFractional,definition,32,IsFractional,true,1,IsFractional,
677,MeasurableSpace.generateFrom_le,theorem,32,MeasurableSpace,true,1,MeasurableSpace.generateFrom_le,
678,CategoryTheory.Limits.HasZeroObject.zero',definition,32,category theory,true,1,CategoryTheory.Limits.HasZeroObject.zero',
679,Polynomial.instZero,definition,32,polynomials,true,1,Polynomial.instZero,
680,BoxIntegral.Box.instMembershipForallReal,definition,32,BoxIntegral,true,1,BoxIntegral.Box.instMembershipForallReal,
681,FirstOrder.Language.ElementaryEmbedding.map_formula,theorem,31,FirstOrder,true,1,FirstOrder.Language.ElementaryEmbedding.map_formula,
682,Relation.ReflTransGen.cases_head,theorem,31,Relation,true,1,Relation.ReflTransGen.cases_head,
683,Std.DTreeMap.Internal.Impl.Equiv.minEntry?_eq,theorem,31,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.minEntry?_eq,
684,Std.DHashMap.Internal.Raw₀.contains_eq_isSome_getKey?,theorem,31,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.contains_eq_isSome_getKey?,
685,Std.DTreeMap.Internal.Impl.Equiv.maxEntry?_eq,theorem,31,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.maxEntry?_eq,
686,Std.DTreeMap.Internal.Impl.WF.map,theorem,31,Std: other,true,1,Std.DTreeMap.Internal.Impl.WF.map,
687,Set.subset_sInter,theorem,31,sets,true,1,Set.subset_sInter,
688,_private.Mathlib.Order.Interval.Finset.Defs.0.Finset.mem_Ioc'._proof_1_1,theorem,31,order / root namespace,true,1,_private.Mathlib.Order.Interval.Finset.Defs.0.Finset.mem_Ioc'._proof_1_1,
689,Rat.normalize._proof_4,theorem,31,Rat,true,1,Rat.normalize._proof_4,
690,Finset.insertNone._proof_2,theorem,31,finsets,true,1,Finset.insertNone._proof_2,
691,lt_sup_iff,theorem,31,order / root namespace,true,1,lt_sup_iff,
692,Filter.Germ.instDivisionSemiring,definition,31,filters,true,1,Filter.Germ.instDivisionSemiring,
693,CategoryTheory.Limits.getBinaryBiproductData,definition,31,category theory,true,2,CategoryTheory.Limits.getBinaryBiproductData > CategoryTheory.Limits.BinaryBiproduct.bicone,
694,Set.image2_singleton,theorem,31,sets,true,1,Set.image2_singleton,
695,Finset.sum_dite_eq,theorem,31,finsets,true,1,Finset.sum_dite_eq,
696,PNat.equivNonZeroDivisorsNat,definition,31,PNat,true,1,PNat.equivNonZeroDivisorsNat,
697,CategoryTheory.Oplax.StrongTrans.categoryStruct,definition,31,category theory,true,1,CategoryTheory.Oplax.StrongTrans.categoryStruct,
698,String.Slice.posLE,definition,31,strings,true,1,String.Slice.posLE,
699,Set.image2_congr,theorem,31,sets,true,1,Set.image2_congr,
700,Multiset.erase,definition,31,multisets,true,1,Multiset.erase,
701,Set.Pairwise.eq,theorem,31,sets,true,1,Set.Pairwise.eq,
702,MulArchimedeanClass.instLinearOrder,definition,31,MulArchimedeanClass,true,1,MulArchimedeanClass.instLinearOrder,
703,compl_compl,theorem,31,order / root namespace,true,1,compl_compl,
704,LinearMap.ker_eq_bot,theorem,31,LinearMap,true,1,LinearMap.ker_eq_bot,
705,Std.Http.Internal.isToken,definition,31,Std: other,true,1,Std.Http.Internal.isToken,
706,CategoryTheory.instAddCommGroupHomComma,definition,31,category theory,true,1,CategoryTheory.instAddCommGroupHomComma,
707,CategoryTheory.ComposableArrows.map'._proof_6,theorem,31,category theory,true,1,CategoryTheory.ComposableArrows.map'._proof_6,
708,Finite.of_fintype,theorem,31,Finite,true,1,Finite.of_fintype,
709,ValuationSubring.instSetLike._proof_3,theorem,30,ValuationSubring,true,1,ValuationSubring.instSetLike._proof_3,
710,_private.Mathlib.Data.Finset.Image.0.Finset.coe_map._proof_1_1,theorem,30,order / root namespace,true,1,_private.Mathlib.Data.Finset.Image.0.Finset.coe_map._proof_1_1,
711,IsLocallyConstant.mul,theorem,30,IsLocallyConstant,true,1,IsLocallyConstant.mul,
712,Lean.Meta.SavedState._sizeOf_1,definition,30,Lean,true,2,Lean.Meta.SavedState._sizeOf_1 > Lean.Meta.SavedState._sizeOf_inst,
713,Std.DTreeMap.map._proof_1,theorem,30,Std: other,true,1,Std.DTreeMap.map._proof_1,
714,List.min_toArray,theorem,30,lists,true,1,List.min_toArray,
715,_private.Mathlib.GroupTheory.GroupAction.SubMulAction.OfFixingSubgroup.0.SubMulAction.ofFixingSubgroup._simp_4,theorem,30,order / root namespace,true,1,_private.Mathlib.GroupTheory.GroupAction.SubMulAction.OfFixingSubgroup.0.SubMulAction.ofFixingSubgroup._simp_4,
716,Function.update_apply_of_injective,theorem,30,Function,true,1,Function.update_apply_of_injective,
717,AddSubmonoid.center._proof_1,theorem,30,AddSubmonoid,true,1,AddSubmonoid.center._proof_1,
718,List.max_toArray,theorem,30,lists,true,1,List.max_toArray,
719,Std.Internal.List.minKey?_insertEntry,theorem,30,Std: other,true,1,Std.Internal.List.minKey?_insertEntry,
